Status,Exercise Display / Reference Name ,YouTube URL,Vimeo URL,Figure Icon ,Thumbnail,Coach,Assigned,Type,Tracking Fields,Per Side Info,Equipment,Muscle Groups,Tags / Target Areas,Description / Instructions,How To Perform 1,How To Perform 2,How To Perform 3,How To Perform 4
Complete,Plank - Flutter kicks ,,https://vimeo.com/manage/videos/413784628/88453398a1,Completed,Completed,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Handstands, Upper Body, Alignment, Technique, balance awareness","A bodyweight exercise focusing on balance awareness, building strength and control without external load.",Set up for Plank - Flutter kicks. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Plank Support on Rings ,,https://vimeo.com/779969435/df057c3e9f,Completed,Completed,DANNY,,Mobility,Duration,None,Rings,"Abdominals, Deltoids, Pectoralis","Upper Body, Mobility, Strength, Shoulders, Stability, Chest ","A mobility exercise targeting the shoulders, stability, chest, building controlled range of motion and joint health.",Set up in the starting position for Plank Support on Rings. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Plank to 7 ,,https://vimeo.com/manage/videos/413786321/79719257d5,Completed,Completed,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Handstands, Upper Body, Alignment, Technique, Endurance, Tucks, Pike","A bodyweight exercise focusing on endurance, tucks, pike, building strength and control without external load.",Set up for Plank to 7. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Plank Variations ,,https://vimeo.com/manage/videos/413786602/a3a41f1491,Completed,Completed,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Plank, Core, Full Body, Strength, Conditioning","A bodyweight exercise focusing on plank, core, building strength and control without external load.",Set up for Plank Variations. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Posterior Tib Reps ,,https://vimeo.com/769834384,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Tibialis Anterior,"Lower Body, Mobility, Ankles, Feet, Rehab ","A mobility exercise targeting the ankles, feet, rehab, building controlled range of motion and joint health.",Set up in the starting position for Posterior Tib Reps. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Powel Raise ,,https://vimeo.com/765466276,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Deltoids, Rotator Cuff","Upper Body, Mobility , Shoulder, Rotator Cuff","A strength exercise targeting the shoulder, rotator cuff.","Set up for Powel Raise with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Prone Single Leg Extensions ,,https://vimeo.com/765466303/8bc02ef250,Completed,Completed,DANNY,,Mobility,Repetitions,Per Leg,None,"Hip Flexors, Quadriceps","Lower Body, Mobility, Hips, Quads, Hip Flexors, Extension","A mobility exercise targeting the hips, quads, hip flexors, building controlled range of motion and joint health.",Set up in the starting position for Prone Single Leg Extensions. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Prone Tricep Extentions,,https://vimeo.com/776725630,Completed,Completed,DANNY,,Strength,Repetitions,None,None,Triceps,"Upper Body, Strength, Bent Arm Strength, Triceps ,Arms","A strength exercise targeting the bent arm strength, triceps, arms.","Set up for Prone Tricep Extentions with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Pull Up ,,https://vimeo.com/776726079,Completed,Completed,DANNY,,Strength,Repetitions,None,Pull Up Bar,Latissimus Dorsi,"Strength, Upper Body, Arms, Back Workout, Latts","A pull up bar-based strength exercise targeting the arms, back workout, latts.","Set up for Pull Up with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Push Ups - Parallettes,,https://vimeo.com/769817922,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,"Abdominals, Triceps, Pectoralis","Full Body , Strength, Bent Arm Strength, Core , Calisthenics, Triceps, Chest ","A bodyweight exercise focusing on bent arm strength, core, calisthenics, building strength and control without external load.",Set up for Push Ups - Parallettes. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Push Ups - Rings ,,https://vimeo.com/779969589/2d60198d7e,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,Rings,"Deltoids, Pectoralis","Upper Body, Mobility, Strength, Shoulders, Stability, Chest ","A bodyweight exercise focusing on shoulders, stability, chest, building strength and control without external load.",Set up for Push Ups - Rings. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Push Ups (1 1/4 reps) on Rings,,https://vimeo.com/781362051,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,Rings,"Pectoralis, Triceps","Upper Body , Strength , Chest, Triceps , Bodyweight Training, ","A bodyweight exercise focusing on chest, triceps, bodyweight training, building strength and control without external load.",Set up for Push Ups (1 1/4 reps) on Rings. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,QL Walks ,,https://vimeo.com/769834776,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Erector Spinae,"Upper Body, Lower Back, Quadratus Lomborum, Back, Mobility, Strength, Spine","A mobility exercise targeting the lower back, quadratus lomborum, back, building controlled range of motion and joint health.",Set up in the starting position for QL Walks. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Rear Lunge Face Pulls ,,https://vimeo.com/manage/videos/413797079/7938bd67d0,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Quadriceps, Erector Spinae, Deltoids","Upper Body, Back, Shoulders, Strength, Cables ","A strength exercise targeting the back, shoulders, cables.","Set up for Rear Lunge Face Pulls with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
